token,Bankrekening,Consumentenkrediet,Creditcard,Hypotheek,Incasso,Kredietregistratie
indicate,75,39,108,277,165,115
intentional,3,8,8,12,7,7
fleecing,1,0,0,0,0,0
giant,1,0,1,0,1,2
santander,25,124,7,8,8,3
yr,7,1,3,36,12,11
cd,71,3,1,13,0,0
sovereign,1,0,3,0,0,0
register,25,15,32,43,52,23
reinveste,2,0,0,0,0,0
maturity,11,9,0,29,1,0
evidence,32,17,59,113,138,130
closure,39,4,29,8,11,6
junior,2,0,0,5,0,0
event,30,16,27,41,32,16
think,160,74,229,361,231,127
formy,1,0,0,1,0,0
nearly,23,17,45,69,23,17
sum,17,10,12,24,21,2
accumulate,14,6,19,12,9,2
consistently,3,3,9,42,11,11
core,6,1,0,17,2,0
gain,24,1,12,24,12,14
supervisor,138,83,277,329,179,104
rhode,1,0,0,0,1,1
island,1,0,0,0,1,1
decline,82,33,135,149,26,31
talk,127,86,172,319,245,72
listen,14,12,37,36,49,15
levy,7,0,7,3,45,1
collector,10,12,15,42,714,71
firm,20,13,28,126,255,35
illegal,51,42,62,127,189,65
reside,9,8,7,30,41,23
statue,2,5,2,14,45,25
limitation,2,5,7,19,156,38
half,42,24,25,119,43,16
boa,118,1,76,174,1,0
lawful,8,0,1,3,11,5
ok,26,13,25,56,32,31
ssi,5,1,0,5,6,2
social,102,27,69,72,226,258
belong,22,7,22,21,151,272
wonder,6,3,13,29,11,14
specially,2,0,2,3,1,2
old,111,49,116,187,306,139
luke,1,0,0,0,0,0
machine,70,2,14,11,38,3
ohio,10,7,2,19,15,9
roughly,8,6,8,20,4,0
repeatedly,36,31,52,148,206,75
consecutive,16,3,8,12,1,4
superior,4,5,2,16,19,9
unspecified,2,0,1,2,1,0
conditional,5,0,7,10,1,1
entire,39,22,106,151,55,38
figure,26,20,32,136,21,18
sort,23,12,13,48,36,11
possibly,12,8,18,46,29,22
faith,15,6,21,114,24,15
refunded,7,2,10,8,2,0
subject,25,10,38,65,35,15
office,177,88,139,419,467,101
avoid,55,22,59,142,38,17
deliver,43,10,62,33,52,24
chickene,1,0,0,0,0,0
saturday,38,21,14,22,14,2
voice,24,18,24,50,127,8
void,10,14,5,32,24,2
sir,15,4,15,24,39,17
madam,10,1,10,11,23,15
hardship,18,39,32,227,34,24
one,13,7,11,29,14,20
advice,8,8,7,38,17,5
highly,13,3,22,19,13,9
appreciated,3,0,2,3,1,4
regional,7,16,2,2,8,2
acceptance,2,78,9,24,41,4
corp,3,19,2,22,29,0
subsidiary,1,1,3,17,8,5
bb,44,5,16,34,0,1
monie,40,13,7,59,25,5
illegally,19,15,28,61,62,36
consent,36,17,58,61,74,58
knowledge,48,24,53,83,167,81
digital,2,2,1,3,4,1
production,2,1,1,1,6,2
ui,1,0,0,2,0,0
offline,1,1,1,0,1,0
status,85,51,83,272,106,194
school,16,3,10,59,51,26
tuition,7,0,1,0,10,3
inability,8,7,10,33,5,11
inconvenience,16,1,14,8,7,6
criminally,2,0,0,0,0,1
specifically,39,16,31,82,62,46
authentication,4,0,1,1,3,4
link,66,13,66,21,17,24
break,22,20,20,101,70,59
ie,5,2,3,9,3,3
chrome,1,0,0,0,0,0
ff,1,0,2,5,0,0
login,25,10,12,9,0,6
com,20,12,41,21,13,44
unlocked,3,0,3,1,3,0
payday,6,18,0,2,83,6
achieve,3,2,2,7,4,4
hole,2,2,7,15,2,5
penny,12,2,18,43,7,5
overage,6,4,1,36,0,0
cent,26,8,13,5,6,0
chexsystem,9,0,0,0,0,43
kill,4,4,2,3,4,6
excessively,4,1,1,5,3,1
exceed,11,6,23,27,13,12
reorder,11,0,1,2,0,1
impose,10,1,9,31,9,8
regularly,3,2,16,16,9,4
prevent,41,17,38,103,34,72
mishap,3,1,2,3,0,1
arrear,1,0,2,57,6,1
incur,60,11,47,56,47,18
merchant,79,1,249,0,24,12
recognise,1,0,0,0,0,0
overlook,7,1,2,4,2,1
incident,41,9,24,22,12,13
occur,81,19,69,130,58,38
reverse,100,22,118,130,18,14
synchrony,6,30,283,0,28,1
financial,157,326,158,609,383,145
necessary,47,10,20,92,41,36
faq,4,0,2,1,0,0
free,56,17,114,76,45,196
operate,12,7,6,38,31,10
swallow,2,1,0,1,0,0
cancel,110,44,388,271,200,127
fully,22,12,35,65,49,38
minutes,1,0,0,0,0,1
withdrawal,152,15,14,37,24,13
original,86,95,153,465,641,307
previous,63,39,92,249,129,98
acknowledgement,4,0,2,23,4,1
news,17,3,4,21,10,4
student,30,14,13,23,153,124
advantage,39,28,32,57,26,6
package,32,8,17,212,10,14
cashier,49,3,15,22,9,1
advantageous,3,0,0,1,0,0
occasion,51,39,43,124,81,62
suggesting,1,0,0,0,0,0
removal,11,11,9,41,25,60
disappointing,6,2,6,6,1,1
compensation,17,4,24,31,11,1
oversight,4,4,4,19,2,6
propose,4,0,5,13,6,4
connect,18,10,21,27,28,13
plane,2,0,6,2,0,0
automatic,40,26,88,95,26,8
watch,15,3,9,13,9,9
closely,3,3,6,5,1,4
exactly,23,14,30,67,22,28
normal,14,12,20,53,21,16
apr,3,32,108,12,6,10
annual,17,4,171,56,10,67
percentage,2,6,8,10,5,5
little,34,26,31,102,40,14
ease,2,1,1,1,0,0
trap,3,1,7,3,1,1
life,40,43,53,151,70,104
ponzi,1,0,0,0,2,1
skim,4,0,1,0,0,0
refi,1,1,2,69,1,3
appraise,1,1,0,77,0,1
drag,3,3,2,39,2,6
officer,43,21,6,173,23,14
switch,21,15,56,49,25,11
trip,14,3,39,9,9,0
previously,26,29,56,132,108,135
signer,11,9,1,31,15,9
actually,63,27,94,142,97,73
less,3,1,4,8,1,2
accepted,1,0,0,2,0,0
endorser,1,0,0,0,0,0
valid,33,7,70,62,139,82
extort,3,3,2,4,19,5
sell,33,102,84,864,267,132
product,58,12,128,39,39,40
treat,57,28,51,80,42,20
inhumanly,1,0,0,0,0,0
extremely,32,15,33,77,74,21
unprofessionally,1,0,3,1,1,0
disrespect,4,2,2,4,4,0
deprivation,1,0,0,0,0,0
livelihood,1,1,1,3,1,3
insult,15,3,8,10,16,6
character,3,1,3,5,25,13
impact,19,18,46,36,58,66
survival,1,0,1,1,0,0
woman,21,20,33,57,81,11
valley,2,0,0,5,2,0
locate,84,26,34,102,73,31
ny,25,2,17,29,29,24
possibility,8,0,3,21,6,4
teen,1,0,0,1,0,0
willingness,2,1,1,4,1,2
obvious,15,1,7,27,6,22
discrimination,10,7,20,32,4,9
race,1,3,2,5,0,3
gender,1,0,1,3,0,1
reject,50,7,48,87,11,16
rudely,7,1,6,8,8,1
area,29,8,19,68,52,9
rife,1,0,0,1,0,0
scammer,4,3,4,1,12,0
cardholder,6,0,41,0,1,0
scam,45,25,60,53,128,19
shocked,8,2,4,6,5,5
assistant,24,1,3,32,13,0
borrow,11,35,13,42,26,8
pick,35,24,31,41,68,12
equipment,14,5,5,2,88,17
pull,43,44,92,118,86,202
footage,14,1,1,9,0,0
atms,8,0,0,0,0,0
recourse,9,6,16,29,16,8
choice,15,6,24,47,19,13
specified,2,0,1,2,3,2
option,59,61,116,323,95,58
design,10,3,13,25,7,3
affordable,1,2,3,122,3,1
pace,1,0,0,1,0,1
manually,6,4,9,3,1,7
schedule,49,47,70,298,47,19
maintain,33,11,24,66,20,59
forgive,4,6,10,16,5,4
exact,23,9,31,46,44,34
food,33,2,4,13,17,4
oblivious,1,0,0,0,0,0
fiancee,11,0,0,0,2,0
range,2,10,17,23,5,6
rarely,4,2,3,6,2,1
sparingly,1,0,0,0,0,0
couple,37,30,57,102,67,44
red,13,3,6,14,14,3
flag,20,4,12,27,19,6
blow,4,7,8,8,4,2
swear,4,3,5,6,9,6
page,36,13,60,166,43,73
hassle,8,4,9,3,4,2
affidavit,21,3,16,49,94,56
sheet,4,2,6,30,5,4
replace,26,10,27,39,15,11
shocking,2,2,1,1,1,1
fair,34,48,84,137,350,325
absolutely,16,13,24,48,29,30
instead,86,59,149,267,131,70
insufficient,52,9,18,34,11,7
overdrawn,38,1,1,2,1,0
rent,38,10,11,107,133,68
intact,3,0,1,2,0,0
local,125,34,36,97,73,33
deceased,15,2,8,23,13,3
fraudulently,18,10,27,28,38,23
acct,44,27,66,28,108,140
ill,6,9,5,27,19,4
decease,2,0,0,5,3,0
gold,15,0,30,0,7,6
specific,34,12,19,81,30,45
successfully,19,2,10,27,8,19
condition,38,26,84,78,31,13
airline,7,0,25,0,0,0
till,34,21,25,48,29,20
past,121,126,239,459,292,259
witch,5,0,1,2,3,2
positive,39,4,9,17,2,27
outcome,8,2,11,13,24,13
outrageously,2,0,0,1,0,1
embarrassing,3,2,5,1,10,3
frightened,1,0,0,2,1,0
windfall,1,0,0,0,0,0
celebrate,1,1,0,1,0,0
bit,17,7,10,18,7,8
professional,7,6,6,44,53,9
poker,1,0,0,0,0,0
television,1,0,0,0,5,1
foolishly,1,0,0,2,0,0
gamble,2,0,0,0,0,0
maryland,5,4,4,17,8,11
casino,6,0,3,0,4,0
gambling,3,0,1,0,0,0
regulate,1,1,1,4,2,5
naive,2,1,0,0,0,2
novice,1,0,0,1,0,0
gambler,1,0,0,0,0,0
referral,4,2,5,8,3,1
advertise,14,10,53,9,0,3
player,1,0,0,1,0,0
united,23,5,11,51,55,27
states,23,2,11,49,37,33
abide,2,3,6,16,12,8
regulation,43,11,22,116,26,34
newly,14,2,1,10,3,3
mint,1,0,1,0,0,0
degenerate,1,0,0,0,1,0
drink,2,0,1,1,0,1
admittedly,1,0,2,2,1,1
win,4,9,10,11,15,6
considerable,10,1,5,3,4,2
plus,52,46,91,138,58,34
winning,1,0,0,0,0,0
certain,50,9,44,57,72,23
suntrust,105,21,0,79,0,0
sound,13,6,18,30,29,5
agitated,1,0,0,2,2,1
hurriedly,1,0,0,0,0,0
recalcitrantly,1,0,0,0,0,0
wave,2,0,4,5,2,0
regardless,15,6,24,32,24,12
nature,7,3,16,24,27,17
bed,3,2,2,1,11,0
gullible,2,0,0,0,0,0
loser,2,0,0,0,1,0
creation,4,0,1,1,3,1
wake,7,1,4,2,11,0
futhermore,1,0,1,0,1,0
truthful,4,1,1,4,1,2
aghast,1,0,0,0,0,0
imply,10,1,3,16,21,5
bearing,1,2,0,2,1,0
inappropriately,1,1,1,0,2,0
recklessly,1,0,0,0,1,0
reasonably,5,1,7,9,3,7
prudently,1,0,0,1,0,0
accuse,10,3,7,19,27,7
naivety,2,0,0,0,0,0
share,33,4,15,31,71,31
party,56,47,65,201,291,113
enforcement,7,5,3,14,18,22
uigea,2,0,0,0,0,0
willful,1,1,6,3,9,18
admission,2,0,6,7,12,0
conduct,33,7,24,106,61,77
tacitly,1,0,0,0,1,0
condone,1,0,0,2,1,0
revoke,2,2,10,8,10,1
draw,42,4,12,49,4,5
permission,38,23,54,55,81,58
world,9,3,9,12,10,10
will,47,25,41,103,73,46
experience,64,38,74,126,20,28
problematic,1,0,2,1,1,1
series,8,1,9,18,9,3
enrol,21,9,33,9,7,21
promote,2,2,13,8,3,2
ensure,29,12,33,63,27,34
processing,29,9,19,60,21,11
etc,46,20,58,160,89,61
course,43,23,43,101,42,29
irregular,2,0,1,0,0,0
pattern,10,0,10,15,9,1
example,17,12,29,51,16,24
dozen,3,0,12,12,13,1
confront,2,1,2,4,1,3
batch,3,0,0,3,0,0
evenetually,1,0,0,0,0,0
force,48,33,50,281,63,48
de,6,1,6,7,9,8
enroll,2,1,5,4,0,6
coverage,22,15,11,90,20,6
recorded,2,0,3,4,6,0
disallow,2,0,1,2,0,0
deplete,14,0,2,9,1,0
thankfully,3,2,1,5,1,3
recover,21,12,6,20,33,9
insufficent,2,0,0,0,0,0
unexplained,2,1,1,9,2,0
upwards,4,0,3,3,2,0
excess,9,12,28,30,14,2
overall,6,2,8,13,4,11
acquire,12,7,11,50,28,20
rout,19,3,11,11,13,4
sense,18,14,28,64,21,19
retailer,4,0,6,0,0,2
type,66,29,58,129,112,61
agree,80,87,158,347,263,155
neighbor,4,0,5,19,20,1
referee,3,0,0,0,0,0
bear,8,2,8,26,61,56
create,58,16,35,119,75,52
bonus,182,2,261,12,1,0
equally,2,0,3,0,2,1
savings,23,1,1,4,1,2
soon,68,30,62,146,66,100
view,25,10,26,27,23,106
reflect,29,53,59,150,62,117
incorrectly,16,19,17,43,22,75
deadline,17,11,32,58,10,6
dodge,1,6,2,2,3,0
fianc,1,0,0,5,2,0
assess,35,14,43,79,12,5
extend,21,24,24,73,24,21
introduce,6,3,2,8,4,0
express,44,14,409,38,38,14
dishonest,21,1,12,13,5,8
misleading,15,8,24,19,33,13
intentionally,12,10,13,46,19,18
mislead,30,18,40,71,19,13
university,4,3,2,2,32,13
infuriate,2,1,3,2,0,1
barely,6,2,2,14,5,6
grow,8,1,5,29,8,7
constantly,13,14,7,51,48,9
rob,6,6,8,11,2,1
hard,67,56,105,190,61,298
enable,16,1,3,9,2,1
maintenance,43,0,5,18,13,11
criterion,23,1,10,23,10,1
capital,126,104,401,49,128,13
moneyorder,1,0,0,0,0,0
priority,3,0,6,13,6,8
regard,40,29,40,103,119,101
prompt,7,3,18,22,8,23
fault,49,24,44,97,23,20
differently,1,2,4,6,1,1
title,48,162,13,365,59,13
originate,10,6,2,53,24,10
finance,26,346,58,244,87,43
general,21,21,40,89,78,44
ledger,8,1,1,6,10,2
escalate,39,10,30,81,12,11
routing,8,1,8,4,6,0
form,127,49,94,316,130,162
separate,35,17,35,72,57,48
fax,98,45,109,446,135,114
ach,45,20,29,20,6,1
adjustment,11,13,14,47,22,7
trace,22,1,3,2,19,0
partner,15,3,16,20,9,1
processor,7,0,1,91,2,2
portion,19,7,30,40,27,15
internally,6,2,6,7,1,3
specialist,15,5,25,115,10,2
upper,3,1,1,8,1,0
management,28,22,29,64,231,39
await,6,3,3,18,7,5
assign,11,6,18,215,61,18
jpmorgan,9,1,4,14,1,0
abruptly,5,2,8,7,6,0
restrict,4,3,12,4,5,3
employment,13,30,11,61,115,42
simple,59,15,18,51,16,27
negatively,12,14,32,29,48,55
dumb,3,2,0,1,0,2
mortgage,102,23,62,6189,248,289
residence,13,12,4,109,40,12
important,19,9,18,49,32,13
housing,5,4,2,117,16,26
award,16,6,54,28,16,4
qualified,12,1,18,76,8,4
correspondence,22,21,37,137,114,69
quote,10,11,17,96,21,4
inquiry,70,52,133,118,49,986
ongoing,7,4,20,51,24,15
electronically,12,4,18,22,8,13
cfpb,79,36,99,365,165,196
unfortunate,5,0,4,11,1,4
incredibly,5,0,6,7,6,4
intend,16,12,28,46,37,26
unethical,19,15,18,69,36,12
ready,7,7,13,63,13,12
recognize,14,6,17,25,30,24
identifier,2,0,0,1,1,2
effect,21,18,46,62,41,45
touch,11,10,10,50,15,6
main,20,25,21,31,23,14
disconnect,16,3,22,23,49,17
strand,2,1,4,1,0,0
apologize,23,11,19,29,13,14
suspicious,19,3,22,9,14,33
caller,9,4,8,4,120,1
comment,8,8,5,24,25,35
note,85,78,112,582,201,83
freedom,1,3,14,119,3,3
paycheck,40,8,7,10,26,3
duplicate,18,5,22,28,13,56
bmo,10,2,0,5,0,0
harris,9,2,0,6,30,0
virtual,8,0,0,1,0,0
totally,23,13,23,53,23,30
penalty,37,17,57,116,38,21
afford,21,45,20,179,84,7
tight,5,1,1,8,2,0
beg,10,5,4,18,5,5
attentive,1,0,0,0,0,0
individual,68,19,39,63,113,70
sole,13,4,9,23,10,9
obligation,12,26,16,89,77,44
hope,47,16,42,102,39,31
retire,11,6,7,32,8,7
mystery,3,0,0,1,0,1
shopper,3,0,1,0,0,0
town,9,3,11,46,11,10
assignment,2,2,2,150,95,2
wire,55,3,16,33,3,1
consist,4,0,3,15,8,8
counterfeit,11,1,0,0,0,0
terrible,7,2,7,24,9,3
blame,15,4,14,22,5,4
dupe,4,0,5,3,1,0
back,7,2,4,42,11,4
induce,5,0,4,4,4,0
exchange,26,4,7,20,8,3
completing,2,0,0,0,0,0
scheduling,2,0,0,2,1,0
flagstar,9,0,0,40,0,0
predate,1,0,1,0,0,0
employee,111,40,72,127,111,36
trick,6,1,11,6,6,4
paper,82,42,46,302,203,46
deceptive,31,36,74,68,56,29
million,8,0,9,8,2,6
distribution,6,1,1,3,3,3
rmd,4,0,0,0,0,0
pension,18,1,5,12,1,3
delay,51,21,37,251,16,19
formula,1,0,0,14,0,0
reputable,3,1,2,10,3,0
multiply,2,1,3,2,2,1
pensioner,1,0,0,0,0,0
bandit,1,0,0,0,0,0
daughter,42,29,53,76,81,19
market,30,6,13,148,10,10
joint,42,7,11,9,15,12
holder,41,26,69,124,43,10
move,71,22,45,173,166,75
senior,19,5,22,43,11,4
community,22,2,3,29,12,2
retirement,10,0,9,21,6,2
seek,23,26,34,156,88,46
equal,8,5,26,32,6,4
rental,18,8,25,89,41,23
transportation,5,2,4,0,5,2
manage,22,7,30,49,19,11
unexpected,5,2,3,9,4,1
situational,1,0,0,0,0,0
crisis,2,0,2,17,7,2
arise,1,0,3,11,6,6
emergency,8,14,8,18,43,13
hospitalization,1,0,0,0,2,0
death,28,6,8,43,23,5
preplanne,1,0,0,0,0,0
independence,1,0,0,0,0,0
solely,7,0,10,16,4,7
depend,13,7,9,10,9,6
entrust,4,0,0,1,0,0
oversee,3,1,2,4,1,3
daily,23,37,23,39,56,7
intuition,1,0,0,0,0,1
inquire,49,31,75,106,43,166
grandson,5,0,1,3,1,0
md,8,2,3,13,8,6
missing,8,1,5,17,0,4
printout,6,1,6,4,5,3
disturbed,1,0,0,0,0,1
discovery,5,2,2,8,12,4
cry,6,1,0,7,4,1
counter,17,1,13,33,15,8
disbursement,5,1,0,39,4,1
investigator,13,2,13,8,22,3
frequently,7,0,5,4,8,4
reimbursement,13,1,8,13,8,0
assistance,46,28,49,395,69,77
warrant,4,4,2,6,34,5
probable,1,0,0,3,0,1
arrest,6,2,5,3,65,3
extensive,2,5,9,8,2,3
consume,6,3,9,8,2,2
exuberant,1,0,0,0,1,0
mistakenly,7,3,6,11,1,4
unacceptable,33,15,37,42,14,16
swap,2,3,5,1,0,0
scramble,3,1,0,4,0,0
supposedly,20,10,22,46,52,12
wf,58,1,7,57,9,0
reopen,26,5,36,16,7,4
lie,46,42,89,179,97,61
imminent,2,0,0,12,1,0
happily,4,2,1,2,0,1
load,15,4,3,15,6,4
punch,1,1,0,2,0,0
safety,15,3,3,9,5,3
louisiana,3,1,1,1,11,4
originally,20,29,34,118,59,33
attest,3,0,0,7,3,1
paperwork,65,60,39,486,104,59
keeping,5,0,1,9,0,1
mother,91,16,48,140,149,28
notwithstanding,4,0,2,5,11,0
ignorant,4,2,3,5,2,0
lien,8,48,4,270,71,245
lay,5,6,3,26,16,6
dormant,6,0,1,0,1,1
occasional,3,0,1,0,0,0
relative,6,1,3,11,44,5
prospective,1,1,2,5,1,5
buyer,40,33,8,314,39,10
approach,10,4,8,24,7,6
buy,57,102,115,266,177,100
spot,4,3,0,5,4,3
mutually,3,0,0,2,4,0
own,14,20,23,143,74,22
apartment,16,3,4,37,194,123
complex,4,1,0,11,49,26
building,2,0,4,30,9,5
burn,1,3,1,8,1,1
ground,2,5,6,26,8,4
electrical,2,1,1,7,3,1
fire,6,3,1,51,16,3
marshall,1,0,0,0,3,0
filing,17,1,9,43,32,63
cabinet,11,0,14,5,1,1
magma,1,0,0,0,0,0
blaze,1,0,0,0,0,0
control,29,8,12,43,106,19
extinguish,1,0,0,7,3,1
dmv,5,10,0,0,9,7
revert,1,1,1,1,2,1
registration,7,7,4,7,13,2
list,74,74,136,316,369,570
surprise,15,9,19,38,14,13
ms,1,0,0,0,4,0
liquidate,7,0,1,8,0,0
archive,4,0,0,2,4,1
unobtainable,2,0,0,0,1,0
recommend,19,8,18,26,10,8
rude,38,53,38,70,207,24
instance,10,5,12,20,12,11
blatantly,2,2,2,18,5,8
unhelpful,6,2,4,4,5,3
useful,4,0,2,1,0,1
render,7,1,17,19,31,6
gtf,1,0,0,0,0,0
gt,12,1,2,48,5,10
doc,3,8,7,92,20,17
asset,24,8,5,81,112,2
conclude,13,2,7,20,7,7
drum,1,0,0,1,0,0
roll,7,9,4,15,1,0
archived,1,0,0,0,0,0
luck,7,2,6,17,20,17
bye,1,0,0,1,3,0
fdic,16,2,9,21,3,3
tx,12,7,4,26,49,29
presence,4,1,1,2,3,4
comptroller,5,1,4,11,3,4
backup,1,0,1,6,1,4
plan,30,43,116,276,147,47
encourage,15,0,15,19,1,7
tcf,12,0,0,9,2,0
reveal,7,6,7,16,20,6
excessive,29,13,10,39,12,6
predatory,17,28,16,105,24,7
menial,1,0,0,0,0,0
rd,11,5,12,38,42,26
chager,1,0,0,0,0,0
manger,8,3,1,10,6,3
dealer,2,162,3,2,6,14
outstanding,29,25,62,72,155,23
auto,52,254,87,62,60,76
carry,11,6,31,29,17,20
in,2,2,0,31,5,2
lapse,4,3,3,18,6,0
constant,4,4,2,36,17,2
fall,26,33,38,203,44,27
chance,20,12,14,60,44,24
american,27,58,394,67,32,17
dream,1,0,3,13,4,4
correction,8,7,10,42,5,32
fight,17,10,11,66,35,25
restore,14,1,17,15,3,12
forclosure,2,0,0,28,1,1
big,30,25,37,73,15,22
wipe,6,0,4,3,5,4
detriment,1,0,0,4,2,2
working,1,0,5,4,2,3
expedite,13,4,19,35,6,12
restoration,1,0,1,4,2,2
advance,25,14,114,106,39,20
ga,9,6,1,15,24,32
unclear,5,1,4,16,1,1
reserve,19,4,13,29,15,9
transmit,4,1,2,12,1,2
substantiate,5,1,1,14,17,20
precise,1,0,1,0,1,1
demonstrate,4,3,6,18,6,7
accout,3,0,2,2,4,3
negotiate,4,16,19,48,31,8
agreement,42,92,125,451,313,98
closing,28,7,32,543,10,13
verification,29,12,34,51,321,248
immediate,20,8,7,29,26,17
limit,47,17,262,56,64,101
loose,12,2,7,41,9,1
opening,46,1,27,3,2,11
welcome,6,2,14,19,1,0
randomly,3,1,7,1,2,0
browse,1,0,0,1,0,0
shockingly,1,1,0,0,0,0
servicing,6,2,6,572,28,8
identify,34,11,30,46,122,51
owner,44,28,27,276,71,42
accidentally,5,1,10,5,2,3
word,31,18,34,68,38,31
arrive,27,12,69,55,19,10
debate,3,0,0,3,0,0
fast,11,9,13,33,16,9
window,32,8,17,27,9,7
specify,9,3,10,25,4,6
liberty,3,1,3,7,1,4
suspect,23,0,20,16,15,15
deliberately,11,5,4,19,2,12
deserve,6,7,11,13,7,6
remind,9,3,7,12,17,12
somebody,9,2,13,9,6,4
constitute,4,0,6,13,22,13
voids,1,0,0,1,0,1
strategy,2,0,1,3,1,0
al,2,2,4,16,3,5
din,1,0,0,0,0,0
swipe,13,0,2,0,0,0
route,4,0,3,6,3,2
respect,9,5,7,21,16,12
eliminate,4,0,6,25,7,7
ability,26,21,46,80,48,44
erase,1,0,3,4,7,11
wish,22,10,29,55,35,23
suffer,22,12,18,63,27,48
circumstance,9,11,26,54,16,14
resident,14,3,3,18,17,11
usa,7,39,9,14,14,5
permanent,7,2,6,84,7,1
withhold,19,2,6,21,13,4
foreign,24,0,32,2,14,5
publication,3,0,0,4,2,0
http,1,0,1,1,4,0
www,5,2,4,8,10,7
gov,6,0,3,17,16,13
individuals,1,0,0,0,0,0
international,10,1,6,4,19,3
taxpayer,10,0,0,11,3,5
nra,1,0,0,0,3,0
withholding,3,3,0,3,4,2
effectively,8,4,10,18,1,4
trade,19,62,19,28,98,76
subjest,1,0,0,0,0,0
tax,67,31,19,529,76,198
forth,14,11,20,65,22,23
version,6,3,4,8,2,5
inqurie,1,0,0,0,0,7
tally,1,0,2,1,0,0
interested,10,9,24,34,10,9
lo,1,0,2,15,1,0
behold,1,2,2,4,2,2
honestly,9,3,9,21,11,6
method,18,8,23,14,24,62
frustrating,13,7,21,41,5,16
text,13,18,24,17,15,7
unusual,8,1,2,9,5,8
evaluate,3,1,6,28,2,4
shudder,1,0,0,0,0,0
informing,1,0,0,1,0,0
retaliation,6,2,3,6,5,3
hundred,11,1,10,13,11,2
organize,2,0,0,6,4,0
twice,61,25,76,157,102,68
displeasure,3,3,0,0,0,0
everheverythe,1,0,0,0,0,0
countless,7,1,11,17,15,9
amout,1,1,0,4,2,0
city,16,6,11,74,43,20
santa,1,0,0,0,0,0
fe,1,0,0,0,0,0
favor,20,12,29,21,12,15
subpoena,9,2,4,3,11,1
strange,2,3,6,13,14,2
lawyer,32,17,14,203,108,26
invest,19,1,1,21,4,2
mess,7,8,21,53,9,20
sleepless,2,0,0,2,0,0
overwhelm,1,0,0,1,0,0
upset,31,14,37,54,59,13
waive,56,29,82,58,11,6
chat,56,6,53,1,1,3
sleep,5,3,2,12,9,1
light,9,19,15,16,9,3
miscommunication,3,2,1,6,2,0
dignity,1,0,0,0,1,0
erroneous,8,11,19,30,41,77
endorse,8,2,0,26,3,1
bankruptcy,34,79,63,450,175,534
store,45,34,174,5,62,33
database,7,1,14,7,12,23
accou,1,0,0,0,0,0
ts,1,0,4,1,0,0
washington,8,6,0,36,10,3
mutual,9,1,2,36,2,0
wamu,8,0,0,9,0,0
xxxxacquisition,1,0,0,0,0,0
chapter,7,15,19,137,44,169
grant,14,26,24,83,46,27
discharge,12,15,17,129,87,122
debtor,4,1,1,9,88,15
court,60,72,67,443,678,364
acquisition,6,1,5,9,7,2
bk,2,5,5,57,16,27
convert,9,3,11,23,1,2
slate,1,1,11,0,2,0
approval,31,37,21,233,18,17
statute,3,10,7,21,139,29
acquisiton,1,0,2,0,0,0
compass,34,10,5,13,2,0
bbva,32,11,12,7,2,0
comprise,2,0,2,0,1,0
describe,12,5,35,40,32,15
steer,2,1,0,8,0,0
electronic,51,17,37,43,23,13
guardianship,3,0,0,0,1,6
minor,11,2,7,8,8,8
extended,22,13,13,6,2,14
accountissue,1,0,0,0,0,0
undersigned,1,0,3,1,1,0
relinquish,1,0,2,6,2,0
verbiage,4,7,3,0,2,2
stand,18,11,29,49,21,13
tense,1,0,0,0,1,0
document,165,125,124,1532,457,409
liability,20,7,19,32,20,15
perjure,1,0,0,1,0,1
va,13,8,9,180,43,24
participate,4,0,12,34,5,2
stock,19,0,4,15,3,3
ubs,9,0,0,2,0,0
dividend,3,0,5,1,0,0
paperless,4,2,19,4,0,0
execute,1,9,2,34,12,3
wealth,5,0,0,4,3,2
transact,2,1,2,4,3,1
robbery,8,1,2,6,2,0
ub,1,0,0,0,0,0
barclays,2,0,22,0,4,0
certify,14,32,33,144,208,188
application,87,81,232,605,102,101
agency,46,90,209,239,1430,944
co,15,45,19,119,81,51
https,6,1,2,1,1,4
clarification,10,6,11,23,5,1
individualized,1,0,0,2,0,0
intention,16,10,13,53,24,11
special,19,6,29,34,6,18
advertising,13,2,30,9,1,7
initiate,47,14,32,78,27,55
employer,23,11,11,43,153,33
maybe,19,15,20,38,17,13
communicate,31,18,35,116,100,20
replacement,12,5,32,13,8,9
simply,55,19,68,120,71,68
avail,18,9,16,52,32,32
hang,41,35,53,77,291,45
adjust,14,18,26,62,9,17
timeline,6,0,8,27,13,13
function,8,0,3,9,2,1
communicating,1,0,0,1,2,0
settle,24,40,64,80,278,67
external,18,0,1,2,1,1
popular,5,0,4,4,1,0
poorly,4,4,5,9,3,2
huntington,37,5,0,3,0,0
settlement,17,54,44,210,243,57
prescription,4,0,1,2,2,2
pennyless,1,0,0,0,0,0
medication,4,2,1,11,6,0
hopefully,7,7,8,16,6,3
hospitalize,2,0,3,5,6,3
medicine,1,0,2,0,1,0
reasonable,19,15,26,71,27,68
accommodation,3,0,0,2,1,0
man,15,23,22,51,86,16
mock,1,0,1,1,0,1
disgusting,1,4,2,3,2,1
blunt,1,0,0,0,2,0
severe,4,4,4,17,5,11
bias,3,0,2,2,1,4
history,52,84,132,276,92,235
bureaus,9,71,92,128,282,419
timely,27,19,32,138,37,34
severely,5,5,8,18,14,4
depress,2,2,0,0,0,0
score,42,103,287,246,178,778
